dob,pan,email,text0,text1,text2,text3,text4,text5,gender,gfname,mobnum,bank_id,certnum,country,del_flg,doctype,foracid,landnum,relcode,srl_num,certauth,fullname,mailcity,maildist,pertcity,pertdist,rel_type,certplace,lchg_time,rcre_time,saluation,fathername,occupation,perttoleno,pertwardno,spousename,certexpdate,mailtolenum,mailwardnum,nationality,perthosueno,cerissuedate,lchg_user_id,rcre_user_id,cerissuedatead,entity_cre_flg,mailinghouseno,updated_at,preferredname 
1900-01-01T00:00:00.000000,PAN944763272,himalayanconsultancy879@outlook.com,,,,,,,,,+977-9851570882,1,3105,,,,FA1343681777891778,,,2,,NARENDRA CHAUDHARY                                                                                                                                                                                      ,,,,,A,RAUTAHAT,2021-03-04T16:54:38,2021-03-04T16:54:38,,,NOT AVAILABLE,"GUJARA-09 ,DAYALPUR",,,,"GUJARA-09 ,DAYALPUR",,,,24/02/2061,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,NARENDRA CHAUDHARY                                                                                                                                                                                      
1900-01-01T00:00:00.000000,PAN944763272,himalayanconsultancy879@outlook.com,,,,,,,,,+977-9851570882,1,76951796,,,,FA1343681777891778,,,1,,AVINESH GIRI                                                                                                                                                                                            ,KUMARMAI,,,,A,PARSA,2021-03-04T16:54:38,2021-03-04T16:54:38,,,NOT AVAILABLE,"RAMGADHWA-02 ,PARSA",,,,"KUMARMAI-01 ,PARSA",,,,19/05/2058,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,AVINESH GIRI                                                                                                                                                                                            
1900-01-01T00:00:00.000000,PAN747791463,mustangcarpentry759@outlook.com,,,,,,,,,+977-9880776153,1,711037/14,,,,FA2657278224353274,,,3,,DIPENDRA PRASAD UPADHAYAY                                                                                                                                                                               ,,,,,A,BAJHANG,2021-03-04T16:54:38,2021-03-04T16:54:38,,,NOT AVAILABLE,"KOIRALAKOT-08,BAJHANG",,,,"PUNARBAS-03,KANCHANPUR",,,,20/04/2064,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,DIPENDRA PRASAD UPADHAYAY                                                                                                                                                                               
1900-01-01T00:00:00.000000,PAN747791463,mustangcarpentry759@outlook.com,,,,,,,,,+977-9880776153,1,752022/3603,,,,FA2657278224353274,,,2,,RUPAK SUNAR                                                                                                                                                                                             ,,,,,A,KANCHANPUR,2021-03-04T16:54:38,2021-03-04T16:54:38,,,NOT AVAILABLE,"PUNARBAS-09,TRIBHUWAN BASTI,KANCHANPUR",,,,"PUNARBAS-03,IBRD,KANCHANPUR",,,,02/05/2072,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,RUPAK SUNAR                                                                                                                                                                                             
1900-01-01T00:00:00.000000,PAN747791463,mustangcarpentry759@outlook.com,,,,,,,,,+977-9880776153,1,683001/140,,,,FA2657278224353274,,,1,,DINESH BHATTA                                                                                                                                                                                           ,,,,,A,DOTI,2021-03-04T16:54:38,2021-03-04T16:54:38,,,NOT AVAILABLE,"SHIKHAR-01,KAILALI",,,,"DHANGADHI-05,TARANAGAR,KAILALI",,,,08/02/2070,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,DINESH BHATTA                                                                                                                                                                                           
1900-01-01T00:00:00.000000,PAN402958382,everestfootwear774@outlook.com,,,,,,,,,+977-9863343292,1,9907,,,,FA4137329919802474,,,4,,BISHESHWER POKHREL                                                                                                                                                                                      ,,,,,A,KATHMANDU,2021-03-04T16:54:38,2021-03-04T16:54:38,,,NOT AVAILABLE,"BANESHWOR HEIGHT-10,HN:150/50,KATHMANDU",,,,"BANESHWOR HEIGHT-10,HN:150/50,KATHMANDU",,,,25/03/2050,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,BISHESHWER POKHREL                                                                                                                                                                                      
1900-01-01T00:00:00.000000,PAN402958382,everestfootwear774@outlook.com,,,,,,,,,+977-9863343292,1,19/264,,,,FA4137329919802474,,,3,,AMIT PAUDEL                                                                                                                                                                                             ,,,,,A,MAKWANPUR,2021-03-04T16:54:38,2021-03-04T16:54:38,,,NOT AVAILABLE,"CHISAPANI-04,HETAUDA,MAKWANPUR",,,,"BASANTA TOLE-18,CHANDRAGIRI,KATHMANDU",,,,09/03/2054,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,AMIT PAUDEL                                                                                                                                                                                             
1900-01-01T00:00:00.000000,PAN402958382,everestfootwear774@outlook.com,,,,,,,,,+977-9863343292,1,4864,,,,FA4137329919802474,,,2,,AMRIT PRASAD RUPAKHETI                                                                                                                                                                                  ,,,,,A,KATHMANDU,2021-03-04T16:54:38,2021-03-04T16:54:38,,,NOT AVAILABLE,"KALANKI-14,KATHMANDU",,,,"KAANKI-14,KATHMANDU",,,,13/07/2052,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,AMRIT PRASAD RUPAKHETI                                                                                                                                                                                  
1900-01-01T00:00:00.000000,PAN402958382,everestfootwear774@outlook.com,,,,,,,,,+977-9863343292,1,519/17,,,,FA4137329919802474,,,1,,ACHYUT ARYAL                                                                                                                                                                                            ,,,,,A,RASUWA,2021-03-04T16:54:38,2021-03-04T16:54:38,,,NOT AVAILABLE,"LAHARE PAUWA-02,RASUWA",,,,"GAJURI BAJAR-01,DHADING",,,,03/06/2058,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,ACHYUT ARYAL                                                                                                                                                                                            
1900-01-01T00:00:00.000000,PAN114592430,sunsaridigital188@outlook.com,,,,,,,,,+977-9880049625,1,1020/1168,,,,FA4904479583634780,,,2,,ANIL KHANAL                                                                                                                                                                                             ,KHAJUR GAUNPALIKA,,DHANKUTA,DHANKUTA,A,DHANKUTA,2021-03-04T16:54:38,2021-03-04T16:54:38,,,NOT AVAILABLE,DHANKUTA-10,,,,"KHAJUR GAUNPALIKA,BANKE",,,,14/12/2067,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,ANIL KHANAL                                                                                                                                                                                             
1900-01-01T00:00:00.000000,PAN114592430,sunsaridigital188@outlook.com,,,,,,,,,+977-9880049625,1,5/3053,,,,FA4904479583634780,,,1,,MANOJ KUMAAR MAJHI                                                                                                                                                                                      ,KHJURA GAUANPLIKA,,,,A,MORANG,2021-03-04T16:54:38,2021-03-04T16:54:38,,,NOT AVAILABLE,"TETARIYA-07,MORANG",,,,"KHJURA GAUANPLIKA-03,BANKE",,,,31/01/2063,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,MANOJ KUMAAR MAJHI                                                                                                                                                                                      
